1,0.500000,0.500000,0.500000,0,0,0,1.281631e-004
2,0.500000,0.500000,1.500000,0,0,1,9.216184e-005
3,0.500000,0.500000,2.500000,0,0,2,8.248433e-005
4,0.500000,0.500000,3.500000,0,0,3,8.090753e-005
5,0.500000,0.500000,4.500000,0,0,4,8.108296e-005
6,0.500000,0.500000,5.500000,0,0,5,8.108296e-005
7,0.500000,0.500000,6.500000,0,0,6,8.090753e-005
8,0.500000,0.500000,7.500000,0,0,7,8.248433e-005
9,0.500000,0.500000,8.500000,0,0,8,9.216184e-005
10,0.500000,0.500000,9.500000,0,0,9,1.281631e-004
11,1.500000,0.500000,0.500000,1,0,0,9.216184e-005
12,1.500000,0.500000,1.500000,1,0,1,3.512206e-005
13,1.500000,0.500000,2.500000,1,0,2,1.937203e-005
14,1.500000,0.500000,3.500000,1,0,3,1.663260e-005
15,1.500000,0.500000,4.500000,1,0,4,1.575788e-005
16,1.500000,0.500000,5.500000,1,0,5,1.575788e-005
17,1.500000,0.500000,6.500000,1,0,6,1.663260e-005
18,1.500000,0.500000,7.500000,1,0,7,1.937203e-005
19,1.500000,0.500000,8.500000,1,0,8,3.512206e-005
20,1.500000,0.500000,9.500000,1,0,9,9.216184e-005
21,2.500000,0.500000,0.500000,2,0,0,8.248433e-005
22,2.500000,0.500000,1.500000,2,0,1,1.937203e-005
23,2.500000,0.500000,2.500000,2,0,2,8.031753e-006
24,2.500000,0.500000,3.500000,2,0,3,5.649300e-006
25,2.500000,0.500000,4.500000,2,0,4,5.999785e-006
26,2.500000,0.500000,5.500000,2,0,5,5.999785e-006
27,2.500000,0.500000,6.500000,2,0,6,5.649300e-006
28,2.500000,0.500000,7.500000,2,0,7,8.031753e-006
29,2.500000,0.500000,8.500000,2,0,8,1.937203e-005
30,2.500000,0.500000,9.500000,2,0,9,8.248433e-005
31,3.500000,0.500000,0.500000,3,0,0,8.090753e-005
32,3.500000,0.500000,1.500000,3,0,1,1.663260e-005
33,3.500000,0.500000,2.500000,3,0,2,5.649300e-006
34,3.500000,0.500000,3.500000,3,0,3,2.221573e-006
35,3.500000,0.500000,4.500000,3,0,4,1.785929e-006
36,3.500000,0.500000,5.500000,3,0,5,1.785929e-006
37,3.500000,0.500000,6.500000,3,0,6,2.221573e-006
38,3.500000,0.500000,7.500000,3,0,7,5.649300e-006
39,3.500000,0.500000,8.500000,3,0,8,1.663260e-005
40,3.500000,0.500000,9.500000,3,0,9,8.090753e-005
41,4.500000,0.500000,0.500000,4,0,0,8.108296e-005
42,4.500000,0.500000,1.500000,4,0,1,1.575788e-005
43,4.500000,0.500000,2.500000,4,0,2,5.999785e-006
44,4.500000,0.500000,3.500000,4,0,3,1.785929e-006
45,4.500000,0.500000,4.500000,4,0,4,7.840748e-007
